P_PARTKEY,P_NAME,P_MFGR,P_BRAND,P_TYPE,P_SIZE,P_CONTAINER,P_RETAILPRICE,P_COMMENT
83175,ghost pale hot blanched royal,Manufacturer#3,Brand#31,STANDARD POLISHED NICKEL,10,WRAP BOX,1158.17," blithely regular depe"
83176,orange dodger mint cream aquamarine,Manufacturer#2,Brand#21,LARGE PLATED NICKEL,50,WRAP BAG,1159.17,ructions. 
83177,orchid red floral ghost deep,Manufacturer#3,Brand#34,STANDARD BURNISHED BRASS,43,MED BAG,1160.17,ly fina
83178,ghost spring slate midnight blue,Manufacturer#3,Brand#34,ECONOMY POLISHED TIN,42,LG PACK,1161.17,y express acco
83179,dark chocolate tomato sandy peru,Manufacturer#3,Brand#33,ECONOMY BURNISHED STEEL,44,SM BAG,1162.17,nts. daringly car
83180,cornsilk chocolate olive lime dark,Manufacturer#4,Brand#42,ECONOMY PLATED NICKEL,17,WRAP BAG,1163.18,y silent packages. 
83181,floral cornflower slate sky salmon,Manufacturer#1,Brand#15,STANDARD ANODIZED TIN,22,WRAP CAN,1164.18,ecoys boost acc
83182,goldenrod red pink black white,Manufacturer#1,Brand#11,MEDIUM BURNISHED COPPER,50,MED DRUM,1165.18,the furiously r
83183,cream burnished sienna hot blanched,Manufacturer#3,Brand#35,ECONOMY BRUSHED TIN,36,SM JAR,1166.18,accounts must wa
83184,purple honeydew light plum chocolate,Manufacturer#2,Brand#22,PROMO BURNISHED NICKEL,8,MED PACK,1167.18,refully final account
83185,azure blue violet burlywood maroon,Manufacturer#5,Brand#51,STANDARD POLISHED BRASS,39,LG BAG,1168.18,onic ideas u
83186,medium royal lace turquoise grey,Manufacturer#1,Brand#12,STANDARD POLISHED BRASS,15,LG PKG,1169.18,y aro
83187,indian blue dodger dark grey,Manufacturer#1,Brand#14,MEDIUM BURNISHED NICKEL,24,WRAP BOX,1170.18," deposits boost among"
83188,maroon rosy green honeydew peach,Manufacturer#2,Brand#22,LARGE BURNISHED BRASS,15,MED CASE,1171.18," asymptot"
83189,beige tan powder black puff,Manufacturer#5,Brand#55,LARGE BRUSHED NICKEL,2,JUMBO JAR,1172.18,elets print fluff
83190,dodger puff azure green antique,Manufacturer#3,Brand#34,PROMO POLISHED TIN,29,SM BAG,1173.19,ve the ir
83191,brown azure hot spring moccasin,Manufacturer#1,Brand#15,SMALL BRUSHED COPPER,15,LG PACK,1174.19,uriously
83192,chocolate moccasin thistle khaki linen,Manufacturer#3,Brand#35,ECONOMY POLISHED STEEL,34,MED PACK,1175.19," the sl"
83193,thistle steel turquoise lavender coral,Manufacturer#5,Brand#54,STANDARD ANODIZED BRASS,45,SM PKG,1176.19,ironic dol
83194,navy slate spring rose pink,Manufacturer#3,Brand#31,STANDARD POLISHED COPPER,49,MED BAG,1177.19,ptotes. quickly iron
83195,puff purple cornflower lawn pink,Manufacturer#2,Brand#22,MEDIUM BURNISHED STEEL,34,SM CASE,1178.19,slyly blithel
83196,drab ghost salmon dim red,Manufacturer#1,Brand#11,ECONOMY PLATED STEEL,17,LG PKG,1179.19,ickly. bo
83197,dodger seashell metallic deep lemon,Manufacturer#5,Brand#55,LARGE BURNISHED NICKEL,17,WRAP JAR,1180.19,ffily above the final
83198,green magenta royal maroon grey,Manufacturer#2,Brand#21,ECONOMY PLATED TIN,38,LG PKG,1181.19,eas cajole. furiously
83199,floral snow papaya seashell chartreuse,Manufacturer#2,Brand#25,MEDIUM ANODIZED TIN,48,MED BOX,1182.19,. specia
83200,lavender chiffon midnight sandy mint,Manufacturer#4,Brand#44,SMALL BURNISHED NICKEL,8,MED BAG,1183.20," along the slyly pend"
83201,lace yellow khaki deep green,Manufacturer#5,Brand#54,ECONOMY BURNISHED BRASS,7,MED CASE,1184.20,ove the silentl
83202,metallic drab navajo linen grey,Manufacturer#1,Brand#12,STANDARD ANODIZED STEEL,30,SM BOX,1185.20,kages. caref
83203,violet steel cyan purple deep,Manufacturer#1,Brand#11,ECONOMY PLATED BRASS,16,SM CAN,1186.20," slyly r"
83204,hot sandy grey azure peru,Manufacturer#3,Brand#35,MEDIUM POLISHED COPPER,49,MED CASE,1187.20,ndencies run carefull
83205,peach peru metallic turquoise dodger,Manufacturer#1,Brand#11,PROMO BURNISHED STEEL,30,MED CAN,1188.20,ons han
83206,misty blue firebrick bisque thistle,Manufacturer#2,Brand#21,MEDIUM BURNISHED BRASS,45,LG DRUM,1189.20,lar courts impr
83207,navajo honeydew navy chartreuse thistle,Manufacturer#5,Brand#55,ECONOMY ANODIZED NICKEL,5,WRAP CAN,1190.20,"ons affix even, bol"
83208,powder metallic pale burlywood thistle,Manufacturer#5,Brand#53,MEDIUM BURNISHED STEEL,15,SM BAG,1191.20,kages
83209,dim blanched snow olive maroon,Manufacturer#2,Brand#24,PROMO BRUSHED NICKEL,25,JUMBO CAN,1192.20,cording to the f
83210,metallic medium sienna honeydew tomato,Manufacturer#3,Brand#34,PROMO PLATED COPPER,2,SM PKG,1193.21,egrate
83211,tan pink azure grey chiffon,Manufacturer#4,Brand#43,LARGE POLISHED STEEL,31,WRAP PACK,1194.21," special pinto b"
83212,chiffon black misty aquamarine coral,Manufacturer#2,Brand#23,SMALL BURNISHED BRASS,9,WRAP PACK,1195.21,fully s
83213,lawn dark smoke saddle cyan,Manufacturer#3,Brand#33,STANDARD ANODIZED NICKEL,24,WRAP PACK,1196.21,uriously ironic a
83214,lavender turquoise lawn bisque chocolate,Manufacturer#5,Brand#54,MEDIUM ANODIZED BRASS,26,SM CAN,1197.21,ic instructio
83215,dim tan dodger honeydew burnished,Manufacturer#1,Brand#13,LARGE PLATED STEEL,25,SM CASE,1198.21," theodolit"
83216,grey moccasin dim purple lawn,Manufacturer#3,Brand#32,ECONOMY BRUSHED NICKEL,5,LG CASE,1199.21,gainst the blithely b
83217,grey papaya purple turquoise antique,Manufacturer#4,Brand#42,PROMO BURNISHED TIN,49,LG JAR,1200.21,uests. blithely final 
83218,indian smoke burlywood sky peach,Manufacturer#3,Brand#35,STANDARD BURNISHED BRASS,32,MED BAG,1201.21," through th"
83219,peach light ivory floral tomato,Manufacturer#1,Brand#13,LARGE PLATED NICKEL,49,MED PACK,1202.21,". regular, iro"
83220,rosy linen salmon tan lemon,Manufacturer#2,Brand#21,PROMO BRUSHED BRASS,50,LG DRUM,1203.22,cajole 
83221,violet spring blanched orange misty,Manufacturer#1,Brand#15,MEDIUM ANODIZED TIN,18,WRAP BOX,1204.22,arefully express inst
83222,forest cyan lace dark white,Manufacturer#1,Brand#14,ECONOMY BURNISHED TIN,49,MED PACK,1205.22,nal acco
83223,rosy burnished magenta indian lemon,Manufacturer#1,Brand#14,SMALL PLATED STEEL,25,MED CASE,1206.22,al packages 
83224,cyan peach white lime olive,Manufacturer#4,Brand#41,PROMO BURNISHED NICKEL,21,LG JAR,1207.22,thely final notornis. 
83225,lime deep mint navy maroon,Manufacturer#3,Brand#32,ECONOMY BRUSHED BRASS,48,WRAP BOX,1208.22,ct slyly. blithel
83226,gainsboro ghost plum light midnight,Manufacturer#5,Brand#52,ECONOMY PLATED COPPER,43,LG JAR,1209.22," blithely pe"
83227,tan midnight cornsilk khaki dim,Manufacturer#1,Brand#14,MEDIUM ANODIZED BRASS,25,JUMBO PKG,1210.22," cajol"
83228,goldenrod linen azure honeydew smoke,Manufacturer#3,Brand#35,MEDIUM PLATED STEEL,6,WRAP BAG,1211.22,lly ruthless instruc
83229,moccasin midnight tomato dark olive,Manufacturer#2,Brand#23,PROMO POLISHED COPPER,3,SM PKG,1212.22,to beans nag. pend
83230,green lemon olive purple linen,Manufacturer#4,Brand#42,MEDIUM ANODIZED TIN,14,LG PACK,1213.23,ructions detect
83231,ghost ivory black purple snow,Manufacturer#3,Brand#31,ECONOMY BRUSHED STEEL,13,MED PACK,1214.23," the requests wake a"
83232,tomato aquamarine chocolate cornsilk magenta,Manufacturer#1,Brand#12,LARGE PLATED NICKEL,4,MED PACK,1215.23,regular instru
83233,cream burnished lawn ivory cornsilk,Manufacturer#1,Brand#12,ECONOMY BURNISHED BRASS,31,MED CASE,1216.23,nto beans nag
83234,royal rose indian lime saddle,Manufacturer#2,Brand#22,PROMO PLATED BRASS,46,WRAP BAG,1217.23,blithely pe
83235,orange misty tan saddle peach,Manufacturer#2,Brand#23,PROMO PLATED STEEL,31,LG BAG,1218.23,e furiousl
83236,turquoise cornsilk pale blue light,Manufacturer#1,Brand#15,LARGE ANODIZED BRASS,10,LG PACK,1219.23,pending packages play 
83237,tan metallic medium dim lace,Manufacturer#3,Brand#31,STANDARD BRUSHED STEEL,19,LG BOX,1220.23,e. furiously even dep
83238,saddle pink red navajo goldenrod,Manufacturer#5,Brand#54,MEDIUM BRUSHED STEEL,40,SM PKG,1221.23,bout the 
83239,turquoise tomato indian violet royal,Manufacturer#1,Brand#11,ECONOMY BURNISHED TIN,41,JUMBO DRUM,1222.23," bold "
83240,coral wheat chartreuse dim ivory,Manufacturer#4,Brand#41,ECONOMY PLATED TIN,14,JUMBO CAN,1223.24,uriously final plate
83241,black yellow rosy deep azure,Manufacturer#3,Brand#32,MEDIUM PLATED BRASS,11,MED PKG,1224.24," instructions. slyly "
83242,bisque snow steel wheat rose,Manufacturer#1,Brand#15,STANDARD POLISHED COPPER,13,MED PACK,1225.24," reques"
83243,seashell chocolate black white rose,Manufacturer#3,Brand#32,PROMO ANODIZED STEEL,42,LG PKG,1226.24,uests kindle ca
83244,plum almond midnight navy seashell,Manufacturer#4,Brand#41,SMALL PLATED BRASS,10,JUMBO CASE,1227.24,aggle. ruthless p
83245,pink lemon rosy orange burnished,Manufacturer#2,Brand#24,SMALL PLATED TIN,15,JUMBO CASE,1228.24,ross the quickly silen
83246,salmon azure blanched midnight pink,Manufacturer#1,Brand#14,LARGE POLISHED BRASS,27,SM JAR,1229.24,s breach furio
83247,mint steel goldenrod seashell metallic,Manufacturer#5,Brand#55,LARGE ANODIZED STEEL,15,MED CASE,1230.24,ar requests? pend
83248,honeydew linen light puff moccasin,Manufacturer#4,Brand#45,PROMO BURNISHED COPPER,12,WRAP JAR,1231.24," ideas; blithely ironi"
83249,grey lavender lemon wheat goldenrod,Manufacturer#4,Brand#42,MEDIUM POLISHED COPPER,30,MED DRUM,1232.24,ole speci
83250,medium orange black green puff,Manufacturer#4,Brand#44,MEDIUM ANODIZED NICKEL,34,JUMBO CAN,1233.25,silent deposits
83251,tomato seashell navajo lime snow,Manufacturer#2,Brand#24,STANDARD BURNISHED NICKEL,46,LG PKG,1234.25,ic dep
83252,forest turquoise burlywood cornsilk blanched,Manufacturer#1,Brand#13,ECONOMY PLATED STEEL,5,JUMBO PKG,1235.25,s. stealt
83253,moccasin plum hot misty sandy,Manufacturer#5,Brand#54,PROMO PLATED TIN,40,JUMBO CASE,1236.25,inal depths cajole fl
83254,cornsilk navy brown smoke deep,Manufacturer#1,Brand#13,STANDARD ANODIZED BRASS,3,SM JAR,1237.25," requests "
83255,royal dark lace ghost floral,Manufacturer#4,Brand#45,MEDIUM PLATED TIN,7,WRAP BAG,1238.25,ccounts na
83256,brown smoke powder papaya ghost,Manufacturer#2,Brand#21,PROMO POLISHED STEEL,33,MED CAN,1239.25," regular, regular"
83257,yellow saddle chartreuse almond gainsboro,Manufacturer#1,Brand#14,PROMO BURNISHED NICKEL,26,MED CASE,1240.25," fluf"
83258,lemon turquoise metallic coral cornflower,Manufacturer#3,Brand#31,LARGE BRUSHED NICKEL,8,MED PKG,1241.25,", express theo"
83259,medium thistle tomato orchid wheat,Manufacturer#5,Brand#55,STANDARD BRUSHED COPPER,20,SM PKG,1242.25,each quickly across 
83260,papaya blush hot blanched slate,Manufacturer#1,Brand#15,MEDIUM PLATED TIN,45,LG BAG,1243.26,ges. caref
83261,olive peach smoke maroon puff,Manufacturer#4,Brand#45,LARGE POLISHED COPPER,9,JUMBO PKG,1244.26,eas alon
83262,bisque snow tan beige chiffon,Manufacturer#1,Brand#13,SMALL ANODIZED BRASS,26,LG CASE,1245.26,en instru
83263,ivory maroon plum azure blue,Manufacturer#1,Brand#14,PROMO ANODIZED TIN,6,WRAP BOX,1246.26,e according to the 
83264,azure salmon snow olive drab,Manufacturer#4,Brand#41,SMALL BRUSHED STEEL,30,JUMBO CAN,1247.26,s maintain about the 
83265,dim navajo violet royal chiffon,Manufacturer#4,Brand#43,LARGE BRUSHED TIN,49,SM DRUM,1248.26,iously regular
83266,blue cream blanched forest plum,Manufacturer#5,Brand#53,STANDARD BRUSHED COPPER,49,WRAP BAG,1249.26,s haggle. care
83267,cyan ghost blush wheat red,Manufacturer#2,Brand#23,STANDARD POLISHED STEEL,27,LG BAG,1250.26,ously final deposits
83268,bisque salmon white misty khaki,Manufacturer#4,Brand#41,PROMO BRUSHED BRASS,43,MED BOX,1251.26,y express
83269,orange honeydew chiffon burlywood sienna,Manufacturer#2,Brand#25,LARGE PLATED STEEL,38,WRAP BOX,1252.26,gular a
83270,maroon medium slate lawn chiffon,Manufacturer#2,Brand#24,SMALL BRUSHED COPPER,20,MED PACK,1253.27,its haggle carefull
83271,salmon lavender olive bisque navajo,Manufacturer#2,Brand#21,ECONOMY ANODIZED STEEL,24,WRAP BAG,1254.27,special
83272,steel deep blanched blush maroon,Manufacturer#2,Brand#24,ECONOMY BURNISHED BRASS,34,LG PACK,1255.27,", regular excuses sl"
83273,forest spring rose burnished purple,Manufacturer#2,Brand#21,SMALL POLISHED STEEL,33,MED PACK,1256.27,sleep slyl
83274,spring sky plum chocolate snow,Manufacturer#4,Brand#44,STANDARD ANODIZED COPPER,31,LG PKG,1257.27,r dinos. regular instr
83275,drab orange mint royal firebrick,Manufacturer#3,Brand#32,PROMO BRUSHED BRASS,36,LG DRUM,1258.27,es. unusual 
83276,misty steel olive salmon cornsilk,Manufacturer#4,Brand#42,LARGE BURNISHED BRASS,1,JUMBO BAG,1259.27,ly regular deposits 
83277,floral navajo blush lemon spring,Manufacturer#5,Brand#53,MEDIUM ANODIZED COPPER,14,LG PKG,1260.27," packages. furiously f"
83278,pale floral maroon forest peach,Manufacturer#3,Brand#35,LARGE PLATED NICKEL,11,JUMBO BOX,1261.27,ar accounts sl
83279,drab sky antique navy olive,Manufacturer#3,Brand#35,PROMO POLISHED NICKEL,47,LG DRUM,1262.27,efull
83280,dim sandy bisque sienna pale,Manufacturer#1,Brand#13,LARGE POLISHED NICKEL,7,LG CAN,1263.28,? special 
83281,burnished drab azure gainsboro maroon,Manufacturer#2,Brand#23,PROMO BRUSHED BRASS,6,MED PACK,1264.28,cordi
83282,orange navy moccasin orchid lace,Manufacturer#5,Brand#55,STANDARD ANODIZED NICKEL,35,SM DRUM,1265.28,cial packages. quickly
83283,papaya khaki powder midnight forest,Manufacturer#2,Brand#25,PROMO PLATED TIN,23,MED JAR,1266.28,unusu
83284,lace burlywood salmon floral medium,Manufacturer#3,Brand#31,PROMO ANODIZED NICKEL,36,SM JAR,1267.28," foxes"
83285,burlywood azure dim royal spring,Manufacturer#5,Brand#53,SMALL ANODIZED COPPER,8,MED CAN,1268.28," unusua"
83286,wheat dark floral cyan maroon,Manufacturer#3,Brand#34,SMALL POLISHED STEEL,22,SM BOX,1269.28,al packages cajol
83287,tomato blue khaki steel almond,Manufacturer#4,Brand#43,MEDIUM BRUSHED NICKEL,16,JUMBO BAG,1270.28,lar packa
83288,blanched misty thistle blush lawn,Manufacturer#3,Brand#33,STANDARD BRUSHED NICKEL,9,JUMBO PACK,1271.28," quick"
83289,white smoke light tomato plum,Manufacturer#1,Brand#11,SMALL POLISHED TIN,28,WRAP DRUM,1272.28,into beans
83290,smoke chiffon cornflower deep orange,Manufacturer#2,Brand#21,SMALL ANODIZED STEEL,21,LG PKG,1273.29,g deposits believe ab
83291,honeydew orchid rose blush brown,Manufacturer#4,Brand#44,ECONOMY BURNISHED NICKEL,4,MED CASE,1274.29,ccounts. blithel
83292,drab puff papaya beige sky,Manufacturer#4,Brand#41,MEDIUM BURNISHED BRASS,43,JUMBO CAN,1275.29," to the furiously"
83293,deep dim blue medium steel,Manufacturer#1,Brand#13,SMALL BRUSHED STEEL,5,SM PACK,1276.29,ckly si
83294,saddle tan lime aquamarine sky,Manufacturer#2,Brand#21,MEDIUM BRUSHED NICKEL,8,LG PKG,1277.29,lly stealthy theodolit
83295,frosted lime thistle mint coral,Manufacturer#3,Brand#33,PROMO PLATED STEEL,49,LG DRUM,1278.29,orses hag
83296,black lavender lawn pale hot,Manufacturer#5,Brand#54,LARGE ANODIZED NICKEL,42,MED CAN,1279.29,count
83297,misty green pale thistle ivory,Manufacturer#5,Brand#53,SMALL BRUSHED NICKEL,39,WRAP CASE,1280.29,tes sleep carefully
83298,honeydew sky smoke floral lavender,Manufacturer#5,Brand#55,MEDIUM PLATED TIN,14,WRAP CAN,1281.29,efully r
83299,lace indian sienna khaki blush,Manufacturer#3,Brand#35,STANDARD POLISHED STEEL,6,LG CASE,1282.29,"re bold, ironic reques"
83300,orange dodger frosted light tomato,Manufacturer#5,Brand#55,SMALL PLATED TIN,31,JUMBO BOX,1283.30,s. fluff
83301,seashell brown snow hot antique,Manufacturer#4,Brand#41,STANDARD ANODIZED NICKEL,21,SM CAN,1284.30,ckly final pin
83302,light goldenrod honeydew wheat lime,Manufacturer#1,Brand#13,STANDARD PLATED NICKEL,50,SM PKG,1285.30," carefully"
83303,goldenrod blush aquamarine indian red,Manufacturer#5,Brand#54,SMALL PLATED BRASS,7,WRAP CAN,1286.30,nts. quickly special 
83304,khaki rose tan metallic sky,Manufacturer#1,Brand#11,LARGE BRUSHED COPPER,36,SM BOX,1287.30,ckly unusual accoun
83305,mint chiffon coral green slate,Manufacturer#3,Brand#35,LARGE BURNISHED TIN,15,SM PACK,1288.30," requests. re"
83306,beige blue green steel chiffon,Manufacturer#1,Brand#13,ECONOMY BRUSHED TIN,10,LG CAN,1289.30,lyly even accounts
83307,orchid spring powder lace peach,Manufacturer#4,Brand#44,MEDIUM ANODIZED NICKEL,45,SM PKG,1290.30,ously requests;
83308,pink black sandy blush violet,Manufacturer#4,Brand#44,ECONOMY BRUSHED NICKEL,22,WRAP PKG,1291.30," slyly final,"
83309,spring ghost puff moccasin red,Manufacturer#5,Brand#54,PROMO ANODIZED STEEL,7,WRAP CASE,1292.30," foxes sleep a"
83310,saddle dark pink ghost linen,Manufacturer#4,Brand#44,SMALL PLATED BRASS,26,JUMBO DRUM,1293.31,ckages wake furiou
83311,steel navajo red blush orange,Manufacturer#2,Brand#22,ECONOMY BRUSHED BRASS,9,MED CAN,1294.31,accou
83312,blue goldenrod powder lemon lace,Manufacturer#1,Brand#13,STANDARD BURNISHED COPPER,17,WRAP BAG,1295.31,"l, even asymptote"
83313,blanched blue burnished spring misty,Manufacturer#1,Brand#15,STANDARD BRUSHED COPPER,37,SM JAR,1296.31,s may eat quickl
83314,chiffon violet midnight royal burlywood,Manufacturer#2,Brand#22,MEDIUM ANODIZED NICKEL,39,SM PACK,1297.31,fily. final 
83315,turquoise spring thistle tomato dark,Manufacturer#1,Brand#11,LARGE PLATED BRASS,10,MED BAG,1298.31," bold "
83316,midnight royal white spring blue,Manufacturer#2,Brand#22,LARGE BRUSHED BRASS,4,SM PACK,1299.31,nto beans. s
83317,navajo burnished olive honeydew pink,Manufacturer#3,Brand#35,LARGE BURNISHED COPPER,18,SM JAR,1300.31,c Tiresias sleep qu
83318,olive lace indian saddle antique,Manufacturer#1,Brand#12,SMALL BURNISHED TIN,48,WRAP CAN,1301.31,ironic p
83319,firebrick papaya brown sandy goldenrod,Manufacturer#1,Brand#15,SMALL PLATED COPPER,18,LG DRUM,1302.31,deposits cajole c
83320,maroon firebrick steel grey lavender,Manufacturer#3,Brand#33,PROMO PLATED COPPER,7,JUMBO PACK,1303.32,e quickly expr
83321,black olive wheat misty blanched,Manufacturer#5,Brand#51,SMALL POLISHED STEEL,26,MED PKG,1304.32,s nod
83322,cream aquamarine lemon khaki metallic,Manufacturer#4,Brand#45,ECONOMY BRUSHED NICKEL,44,MED CASE,1305.32,hins mold blithe
83323,plum frosted lavender light wheat,Manufacturer#2,Brand#22,ECONOMY ANODIZED STEEL,19,WRAP DRUM,1306.32,ecial ideas. slyly r
83324,dim saddle chiffon coral snow,Manufacturer#5,Brand#52,PROMO POLISHED NICKEL,35,SM JAR,1307.32,ncies. ca
83325,light rose orchid black indian,Manufacturer#4,Brand#44,PROMO PLATED STEEL,50,LG PACK,1308.32,ic pinto beans.
83326,lime violet dim linen steel,Manufacturer#1,Brand#15,PROMO PLATED NICKEL,28,WRAP BOX,1309.32,s. unusual instr
83327,deep forest magenta sky bisque,Manufacturer#4,Brand#41,SMALL PLATED STEEL,9,WRAP PKG,1310.32,ructions sleep furiou
83328,sienna white plum floral metallic,Manufacturer#5,Brand#55,SMALL BURNISHED BRASS,20,SM PKG,1311.32,p slyly around t
83329,azure chartreuse cornsilk salmon frosted,Manufacturer#3,Brand#35,PROMO BURNISHED BRASS,5,SM CASE,1312.32,o cajole
83330,yellow lavender brown indian chiffon,Manufacturer#1,Brand#14,STANDARD BRUSHED COPPER,22,SM PKG,1313.33,ress requests. bli
83331,indian saddle maroon blanched chiffon,Manufacturer#5,Brand#52,SMALL BRUSHED BRASS,19,JUMBO PKG,1314.33,areful
83332,dark medium metallic papaya puff,Manufacturer#1,Brand#15,ECONOMY ANODIZED NICKEL,18,MED DRUM,1315.33,the pending ac
83333,wheat burlywood orange sky linen,Manufacturer#1,Brand#15,SMALL BRUSHED BRASS,4,MED JAR,1316.33," to the fluffily"
83334,blush purple white pale powder,Manufacturer#4,Brand#45,ECONOMY POLISHED NICKEL,29,LG DRUM,1317.33,its boost furi
83335,blanched navy seashell spring forest,Manufacturer#1,Brand#11,LARGE BRUSHED STEEL,28,LG BAG,1318.33," accounts. pe"
83336,tan goldenrod midnight indian violet,Manufacturer#4,Brand#44,STANDARD BURNISHED BRASS,11,LG BAG,1319.33,s must sl
83337,navajo goldenrod orchid mint navy,Manufacturer#2,Brand#21,STANDARD BURNISHED BRASS,32,WRAP DRUM,1320.33," wake regular ho"
83338,beige cyan mint frosted medium,Manufacturer#1,Brand#14,PROMO BURNISHED COPPER,10,LG PKG,1321.33," requests. "
83339,hot ghost snow chiffon metallic,Manufacturer#3,Brand#34,SMALL BURNISHED STEEL,37,JUMBO CAN,1322.33,sts na
83340,wheat burnished slate olive black,Manufacturer#4,Brand#43,MEDIUM POLISHED COPPER,35,LG JAR,1323.34,s engage alo
83341,antique indian drab peru snow,Manufacturer#1,Brand#13,SMALL ANODIZED COPPER,40,WRAP PACK,1324.34,nag fluffily sly
83342,drab sandy light dim white,Manufacturer#2,Brand#23,LARGE PLATED COPPER,19,MED BAG,1325.34,", ironic fox"
83343,papaya cornsilk medium aquamarine floral,Manufacturer#5,Brand#52,SMALL BRUSHED TIN,49,SM BOX,1326.34,ress som
83344,bisque royal azure thistle mint,Manufacturer#2,Brand#21,ECONOMY BURNISHED STEEL,33,JUMBO CAN,1327.34,s. furiously special p
